"","X1","fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc"
"9816",313791,792,201802,"N",204801,35614,0,2,"P",77,36,5e+05,77,3.875,"R","N","FRM","NY","SF","11300","F117Q4313791","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9817",313792,777,201801,"9",204712,35004,0,1,"S",80,30,440000,80,3.875,"R","N","FRM","NY","SF","11700","F117Q4313792","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9818",313793,792,201801,"9",204712,NA,0,1,"S",80,24,160000,80,3.875,"R","N","FRM","NY","PU","14700","F117Q4313793","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9819",313794,700,201802,"Y",204801,20524,25,1,"P",90,39,215000,90,4.125,"R","N","FRM","NY","CO","10500","F117Q4313794","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9820",313795,788,201802,"Y",204801,35004,0,1,"P",75,24,431000,75,3.875,"R","N","FRM","NY","SF","11500","F117Q4313795","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9821",313796,784,201802,"9",204801,35004,0,1,"P",76,42,304000,76,4,"R","N","FRM","NY","SF","11700","F117Q4313796","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9822",313797,727,201802,"9",204801,35614,0,1,"P",47,34,295000,47,4,"R","N","FRM","NY","SF","10900","F117Q4313797","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9823",313798,775,201802,"Y",204801,35614,0,1,"P",80,27,296000,80,3.875,"R","N","FRM","NY","CP","10400","F117Q4313798","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9824",313799,807,201801,"9",204712,35614,0,1,"P",62,42,259000,62,4,"R","N","FRM","NY","CP","10400","F117Q4313799","N",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9825",313800,743,201802,"9",204801,35614,0,1,"P",64,38,320000,64,4.125,"R","N","FRM","NY","SF","10300","F117Q4313800","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9826",313801,738,201801,"9",204712,35004,0,1,"P",73,35,363000,73,4,"R","N","FRM","NY","SF","11700","F117Q4313801","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9827",313802,755,201802,"9",204801,35004,0,1,"P",77,44,277000,77,4.125,"R","N","FRM","NY","SF","11700","F117Q4313802","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9828",313803,755,201802,"9",204801,NA,0,2,"P",47,31,349000,47,4.125,"R","N","FRM","NY","SF","11400","F117Q4313803","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9829",313804,694,201802,"9",204801,35004,0,1,"P",80,33,424000,62,4,"R","N","FRM","NY","SF","11700","F117Q4313804","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9830",313805,769,201802,"9",204801,35004,30,1,"P",95,31,394000,95,4.125,"R","N","FRM","NY","SF","11700","F117Q4313805","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9831",313806,749,201802,"9",204801,35614,0,1,"P",70,35,308000,70,4,"R","N","FRM","NY","SF","10900","F117Q4313806","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9832",313807,750,201802,"9",204801,35614,0,1,"P",50,34,420000,50,4,"R","N","FRM","NY","SF","10700","F117Q4313807","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9833",313842,741,201801,"9",203212,35614,0,2,"P",55,42,349000,55,3.875,"C","N","FRM","NY","SF","11400","F117Q4313842","C",180,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9834",313843,797,201802,"9",203301,35614,0,1,"P",47,43,365000,46,3.25,"R","N","FRM","NY","SF","10500","F117Q4313843","N",180,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9835",313844,799,201802,"9",203301,35004,0,1,"P",42,19,291000,42,3.25,"R","N","FRM","NY","SF","11500","F117Q4313844","N",180,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9836",313845,801,201802,"9",203301,35004,0,1,"P",69,20,296000,69,3.25,"R","N","FRM","NY","SF","11500","F117Q4313845","N",180,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9837",313953,650,201802,"9",204801,35004,0,1,"P",74,41,260000,74,3.875,"C","N","FRM","NY","SF","11700","F117Q4313953","N",360,1,"Other sellers","Other servicers",NA
"9838",313965,747,201801,"N",204712,35614,0,1,"P",80,26,484000,80,3.875,"R","N","FRM","NY","CP","11300","F117Q4313965","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9839",314119,785,201801,"Y",204712,35614,0,1,"P",64,37,315000,64,3.75,"R","N","FRM","NY","CP","11200","F117Q4314119","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9840",314122,789,201801,"N",204712,35614,0,1,"P",71,43,575000,71,3.75,"R","N","FRM","NY","CP","10000","F117Q4314122","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9841",314148,787,201802,"N",204801,35614,0,1,"P",75,28,443000,75,3.75,"R","N","FRM","NY","CP","11300","F117Q4314148","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9842",314149,754,201802,"Y",204801,35614,0,1,"P",53,30,368000,53,3.75,"R","N","FRM","NY","CP","10000","F117Q4314149","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9843",314150,779,201801,"Y",204712,35614,0,1,"P",61,27,608000,61,3.875,"R","N","FRM","NY","CP","10000","F117Q4314150","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9844",314319,789,201802,"9",203301,35004,0,1,"P",50,16,380000,50,3,"R","N","FRM","NY","SF","11500","F117Q4314319","N",180,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9845",314321,803,201801,"N",203212,35004,0,1,"P",80,32,252000,80,3,"R","N","FRM","NY","CP","11000","F117Q4314321","P",180,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9846",314396,800,201802,"9",204301,35614,0,1,"P",69,26,227000,69,4.125,"R","N","FRM","NY","CP","11300","F117Q4314396","C",300,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9847",314463,693,201802,"9",204801,35614,0,1,"P",57,45,344000,57,3.5,"R","N","FRM","NY","SF","10300","F117Q4314463","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9848",314470,792,201802,"Y",204801,35614,0,1,"P",80,39,476000,80,3.875,"R","N","FRM","NY","CP","11300","F117Q4314470","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9849",314495,808,201712,"N",204711,35614,0,1,"P",35,29,5e+05,35,3.875,"C","N","FRM","NY","CP","10100","F117Q4314495","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9850",314496,788,201802,"Y",204801,35614,0,1,"P",80,34,343000,80,3.875,"C","N","FRM","NY","CP","11200","F117Q4314496","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9851",314499,799,201802,"N",204801,35614,0,1,"P",80,27,252000,80,4.125,"C","N","FRM","NY","CP","11300","F117Q4314499","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9852",314513,762,201801,"N",204712,35614,0,2,"P",65,47,682000,65,4,"C","N","FRM","NY","SF","11100","F117Q4314513","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9853",314584,750,201801,"9",204712,35614,0,1,"I",70,33,609000,70,4.25,"R","N","FRM","NY","CO","11100","F117Q4314584","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9854",314592,742,201801,"9",204712,35614,0,1,"P",80,45,508000,80,4.25,"R","N","FRM","NY","SF","10300","F117Q4314592","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9855",314602,679,201802,"9",204801,35004,0,1,"P",80,45,476000,80,4.625,"R","N","FRM","NY","CO","11700","F117Q4314602","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9856",314605,704,201802,"9",204801,35614,0,1,"P",55,26,580000,55,4,"R","N","FRM","NY","SF","10500","F117Q4314605","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9857",314610,709,201802,"9",204801,35614,0,1,"P",80,34,476000,80,4.625,"R","N","FRM","NY","SF","10900","F117Q4314610","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9858",314623,775,201802,"9",204801,35614,25,1,"P",89,25,460000,89,4.5,"R","N","FRM","NY","SF","10900","F117Q4314623","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9859",314624,667,201802,"9",204801,35614,0,1,"P",70,44,515000,70,4,"R","N","FRM","NY","SF","10800","F117Q4314624","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9860",314764,696,201802,"9",203301,35614,0,1,"P",58,24,328000,58,3.625,"R","N","FRM","NY","CP","10000","F117Q4314764","C",180,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9861",314847,804,201801,"9",203212,46540,0,1,"S",80,37,248000,80,3.125,"R","N","FRM","NY","SF","13400","F117Q4314847","P",180,2,"Other sellers","Other servicers",NA
"9862",314916,791,201801,"N",203212,40380,0,1,"P",67,49,1e+05,67,3.25,"R","N","FRM","NY","SF","14400","F117Q4314916","P",180,1,"Other sellers","FREEDOMMTGECORP",NA
"9863",315013,682,201802,"9",204801,35614,0,1,"P",80,42,232000,80,4.75,"B","N","FRM","NY","CP","10400","F117Q4315013","C",360,1,"Other sellers","Other servicers",NA
"9864",315017,704,201802,"9",204801,35614,0,1,"S",80,20,536000,80,4.375,"R","N","FRM","NY","CP","10100","F117Q4315017","P",360,2,"Other sellers","Other servicers","Y"
"9865",315022,785,201801,"N",204712,35004,30,1,"P",95,48,466000,95,3.875,"B","N","FRM","NY","SF","11700","F117Q4315022","P",360,2,"Other sellers","Other servicers","Y"
"9866",315113,743,201802,"N",204801,35614,0,1,"P",80,49,460000,80,4.25,"B","N","FRM","NY","SF","10300","F117Q4315113","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","Y"
"9867",315121,776,201802,"9",204801,35004,0,1,"P",80,32,348000,80,4.125,"C","N","FRM","NY","SF","11700","F117Q4315121","N",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9868",315122,752,201802,"9",204801,35614,0,1,"P",52,47,105000,52,4.3,"B","N","FRM","NY","CP","10300","F117Q4315122","C",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9869",315129,777,201802,"N",204801,35004,0,1,"P",80,41,246000,80,4.375,"C","N","FRM","NY","SF","11000","F117Q4315129","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9870",315134,713,201802,"9",204801,35614,0,2,"I",75,40,356000,75,4.875,"B","N","FRM","NY","SF","10300","F117Q4315134","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9871",315135,711,201802,"9",204801,35614,0,2,"I",73,45,580000,73,5.125,"C","N","FRM","NY","SF","10300","F117Q4315135","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9872",315136,699,201802,"9",204801,35004,0,1,"I",70,39,298000,70,5,"C","N","FRM","NY","SF","11000","F117Q4315136","C",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC",NA
"9873",315141,767,201712,"9",204711,35614,0,2,"I",70,39,385000,70,5.125,"B","N","FRM","NY","SF","11200","F117Q4315141","C",360,1,"FLAGSTARBANK,FSB","Other servicers",NA
"9874",315142,767,201712,"9",204711,35614,0,2,"I",70,41,480000,70,5.125,"B","N","FRM","NY","SF","11200","F117Q4315142","C",360,1,"FLAGSTARBANK,FSB","Other servicers",NA
"9875",315216,667,201802,"9",204801,35614,0,2,"P",48,20,815000,48,4.625,"C","N","FRM","NY","SF","11200","F117Q4315216","C",360,1,"Other sellers","Other servicers","Y"
"9876",315340,701,201802,"Y",204801,35614,25,1,"P",95,39,325000,95,4.875,"C","N","FRM","NY","PU","10900","F117Q4315340","P",360,1,"Other sellers","Other servicers",NA
"9877",315412,754,201802,"N",204801,15380,0,1,"P",62,25,65000,62,4.25,"R","N","FRM","NY","SF","14300","F117Q4315412","P",360,2,"Other sellers","PNCBANK,NATL",NA
"9878",315437,763,201802,"9",204801,35004,0,1,"I",75,38,229000,75,5,"R","N","FRM","NY","SF","11500","F117Q4315437","C",360,1,"Other sellers","Other servicers",NA
"9879",315509,750,201802,"9",203301,45060,0,1,"S",53,16,45000,53,3.125,"R","N","FRM","NY","SF","13000","F117Q4315509","C",180,1,"Other sellers","Other servicers",NA
"9880",315520,661,201801,"Y",203212,10580,0,1,"P",80,30,3e+05,80,3.125,"B","N","FRM","NY","SF","12100","F117Q4315520","P",180,2,"Other sellers","Other servicers",NA
"9881",315521,679,201802,"9",203301,35614,0,1,"P",43,45,277000,43,3.25,"R","N","FRM","NY","CO","11200","F117Q4315521","N",180,2,"Other sellers","Other servicers",NA
"9882",315522,674,201802,"9",203301,35614,0,1,"P",80,29,234000,80,2.99,"R","N","FRM","NY","SF","10300","F117Q4315522","N",180,1,"Other sellers","Other servicers",NA
"9883",315523,813,201801,"9",203212,35614,0,1,"P",51,39,260000,51,2.99,"R","N","FRM","NY","SF","10300","F117Q4315523","N",180,1,"Other sellers","Other servicers",NA
"9884",315524,715,201802,"9",203301,35614,0,1,"P",49,11,371000,49,2.99,"R","N","FRM","NY","SF","10300","F117Q4315524","N",180,2,"Other sellers","Other servicers",NA
"9885",315525,770,201801,"Y",204712,35614,25,1,"P",90,43,549000,90,4.25,"C","N","FRM","NY","CO","11200","F117Q4315525","P",360,1,"Other sellers","Other servicers","Y"
"9886",315528,685,201801,"Y",204712,35614,0,2,"P",70,42,696000,70,4.25,"R","N","FRM","NY","SF","11200","F117Q4315528","P",360,2,"Other sellers","Other servicers","Y"
"9887",315542,719,201801,"9",203212,35614,0,2,"P",27,47,316000,27,2.99,"R","N","FRM","NY","SF","11200","F117Q4315542","C",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"9888",315543,749,201802,"9",203301,35614,0,1,"P",55,42,217000,55,3.5,"R","N","FRM","NY","SF","10300","F117Q4315543","C",180,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"9889",315550,625,201802,"N",204801,15380,0,1,"P",75,29,105000,75,4.625,"C","N","FRM","NY","SF","14200","F117Q4315550","P",360,1,"FRANKLINAMERICANMTGE","FRANKLINAMERICANMTGE",NA
"9890",315700,726,201802,"Y",204801,35614,0,1,"P",70,43,182000,70,4,"C","N","FRM","NY","CP","11300","F117Q4315700","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9891",315740,773,201802,"9",204801,35614,30,1,"P",92,44,408000,92,3.875,"C","N","FRM","NY","SF","10900","F117Q4315740","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9892",315741,699,201801,"Y",204712,35614,0,1,"P",56,49,3e+05,56,3.75,"R","N","FRM","NY","CO","10300","F117Q4315741","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9893",315742,751,201802,"9",204801,35614,12,1,"P",82,25,335000,82,3.875,"R","N","FRM","NY","SF","10900","F117Q4315742","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9894",315743,735,201802,"Y",204801,35614,0,1,"P",75,38,233000,75,4.25,"C","N","FRM","NY","CP","11300","F117Q4315743","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9895",315744,747,201801,"Y",204712,35614,25,1,"P",90,43,224000,90,4.25,"C","N","FRM","NY","CP","11400","F117Q4315744","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9896",315745,684,201802,"Y",204801,35614,0,2,"P",59,43,490000,59,4.25,"C","N","FRM","NY","SF","11400","F117Q4315745","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9897",315746,694,201802,"9",204801,35614,0,1,"P",80,40,380000,80,4.25,"C","N","FRM","NY","SF","10500","F117Q4315746","N",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9898",315747,678,201801,"Y",204712,35614,0,1,"P",70,30,224000,70,4.25,"R","N","FRM","NY","CP","11000","F117Q4315747","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9899",315748,806,201802,"9",204801,15380,0,1,"S",74,27,140000,74,4.375,"R","N","FRM","NY","SF","14200","F117Q4315748","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9900",315749,802,201802,"9",204801,35004,0,1,"P",44,32,145000,44,4.25,"R","N","FRM","NY","SF","11700","F117Q4315749","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9901",315750,745,201802,"9",204801,35614,0,2,"P",24,31,315000,24,4.25,"R","N","FRM","NY","SF","11200","F117Q4315750","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9902",315751,796,201802,"9",204801,35614,0,1,"S",56,29,424000,56,4,"R","N","FRM","NY","CP","10000","F117Q4315751","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9903",315752,739,201802,"9",204801,35614,0,2,"P",77,36,382000,77,4.125,"R","N","FRM","NY","SF","10400","F117Q4315752","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9904",315753,730,201802,"9",204801,35614,0,1,"P",61,34,376000,61,4,"R","N","FRM","NY","SF","11200","F117Q4315753","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9905",315813,734,201802,"N",204801,35004,0,1,"P",48,28,460000,48,4.06,"C","N","FRM","NY","SF","11700","F117Q4315813","P",360,2,"SUNTRUSTMORTGAGE,INC","SUNTRUSTMORTGAGE,INC","Y"
"9906",315846,763,201802,"N",204801,35614,0,1,"P",80,29,396000,80,4.25,"C","N","FRM","NY","SF","10900","F117Q4315846","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9907",315847,694,201802,"N",204801,35004,0,1,"P",67,49,634000,67,4.25,"C","N","FRM","NY","SF","11500","F117Q4315847","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y"
"9908",315848,735,201802,"N",204801,20524,0,1,"P",77,9,2e+05,77,4.375,"C","N","FRM","NY","SF","12500","F117Q4315848","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9909",315849,803,201802,"9",204801,40380,0,1,"P",73,32,140000,73,4.375,"C","N","FRM","NY","SF","14600","F117Q4315849","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9910",315850,791,201802,"N",204801,45060,12,1,"P",85,46,244000,85,4.25,"C","N","FRM","NY","SF","13000","F117Q4315850","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9911",315851,725,201802,"Y",204801,40380,30,1,"P",95,46,164000,95,4.25,"C","N","FRM","NY","PU","14400","F117Q4315851","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9912",315852,691,201802,"Y",204801,35614,0,1,"P",60,44,390000,60,4.25,"C","N","FRM","NY","SF","10300","F117Q4315852","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9913",315853,650,201802,"9",204801,35004,0,1,"P",69,49,375000,69,4.375,"C","N","FRM","NY","SF","11500","F117Q4315853","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9914",315854,719,201802,"9",204801,40380,12,1,"P",91,31,289000,85,4.25,"C","N","FRM","NY","SF","14400","F117Q4315854","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9915",315855,702,201802,"9",204801,45060,0,1,"P",78,49,195000,78,4.375,"C","N","FRM","NY","SF","13100","F117Q4315855","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9916",315856,739,201802,"9",204801,35614,0,1,"P",79,50,308000,79,4.5,"C","N","FRM","NY","CO","11200","F117Q4315856","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9917",315859,776,201802,"9",204801,35614,0,1,"I",75,42,394000,75,4.75,"C","N","FRM","NY","SF","10300","F117Q4315859","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9918",315861,709,201802,"9",204801,35614,0,1,"P",80,50,260000,80,4.75,"C","N","FRM","NY","CO","10300","F117Q4315861","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9919",315863,788,201802,"N",204801,35614,0,1,"P",75,37,90000,75,4.125,"C","N","FRM","NY","CP","11200","F117Q4315863","P",360,1,"Other sellers","Other servicers",NA
"9920",315892,745,201802,"Y",204801,35614,0,1,"P",80,45,43000,80,4.75,"R","N","FRM","NY","CP","10700","F117Q4315892","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9921",315905,624,201801,"9",204712,35614,0,1,"P",80,32,424000,80,5,"R","N","FRM","NY","SF","10300","F117Q4315905","C",360,2,"Other sellers","Other servicers",NA
"9922",315913,668,201802,"N",204801,35614,0,1,"P",74,38,125000,74,4.875,"B","N","FRM","NY","CP","10500","F117Q4315913","P",360,1,"Other sellers","Other servicers",NA
"9923",315926,766,201802,"N",204801,35614,25,1,"P",90,42,330000,90,4.125,"C","N","FRM","NY","SF","10900","F117Q4315926","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9924",315927,802,201802,"Y",204801,10580,0,1,"P",80,18,262000,80,4.125,"C","N","FRM","NY","SF","12000","F117Q4315927","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9925",315928,805,201802,"Y",204801,10580,0,1,"P",80,27,270000,80,4,"C","N","FRM","NY","SF","12800","F117Q4315928","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9926",315929,789,201802,"N",204801,NA,25,1,"P",90,26,171000,90,4.125,"C","N","FRM","NY","SF","12000","F117Q4315929","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9927",315945,770,201802,"9",204801,15380,0,1,"P",46,40,230000,46,3.875,"C","N","FRM","NY","SF","14200","F117Q4315945","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9928",315946,783,201802,"Y",204801,40380,30,1,"P",95,38,208000,95,4.125,"C","N","FRM","NY","SF","14500","F117Q4315946","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9929",315947,691,201802,"9",204801,35004,0,1,"P",51,29,195000,51,4.125,"C","N","FRM","NY","SF","11500","F117Q4315947","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9930",315948,755,201802,"Y",204801,20524,30,1,"P",95,32,328000,95,4.125,"C","N","FRM","NY","SF","10500","F117Q4315948","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9931",315949,714,201802,"Y",204801,35614,0,1,"P",80,50,424000,80,3.75,"C","N","FRM","NY","SF","10300","F117Q4315949","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9932",315950,731,201802,"9",204801,35004,0,1,"P",53,42,350000,53,4,"C","N","FRM","NY","SF","11700","F117Q4315950","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9933",315951,760,201802,"N",204801,20524,0,1,"P",80,48,636000,60,3.875,"C","N","FRM","NY","SF","12500","F117Q4315951","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y"
"9934",315952,754,201802,"N",204801,15380,30,1,"P",95,42,250000,95,4.125,"C","N","FRM","NY","SF","14000","F117Q4315952","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9935",315953,774,201802,"Y",204801,20524,25,1,"P",94,40,270000,94,4,"C","N","FRM","NY","SF","12600","F117Q4315953","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9936",315954,759,201802,"Y",204801,28740,0,1,"P",72,34,424000,72,4.125,"C","N","FRM","NY","SF","12400","F117Q4315954","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9937",316074,731,201802,"N",204801,35614,0,1,"P",80,35,175000,80,4.875,"C","N","FRM","NY","CP","10800","F117Q4316074","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9938",316075,685,201802,"9",204801,35614,0,2,"I",75,45,424000,75,5.25,"C","N","FRM","NY","SF","11600","F117Q4316075","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA",NA
"9939",316079,758,201802,"Y",204801,35614,25,1,"P",90,41,466000,90,4,"C","N","FRM","NY","SF","10500","F117Q4316079","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9940",316096,685,201802,"N",204801,35614,0,2,"P",80,46,272000,80,4.75,"B","N","FRM","NY","SF","10500","F117Q4316096","P",360,1,"QUICKENLOANINC","QUICKENLOANINC",NA
"9941",316155,763,201802,"9",204801,35614,0,1,"P",80,45,468000,80,4.875,"C","N","FRM","NY","SF","11200","F117Q4316155","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9942",316161,805,201801,"Y",204712,35614,0,1,"P",78,39,456000,78,3.875,"R","N","FRM","NY","CO","11300","F117Q4316161","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y"
"9943",316435,753,201803,"9",203802,35004,0,1,"P",60,49,273000,60,4.125,"R","N","FRM","NY","SF","11700","F117Q4316435","C",240,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",NA
"9944",316513,741,201803,"9",204802,35614,0,1,"P",59,39,183000,59,3.5,"R","N","FRM","NY","PU","10300","F117Q4316513","N",360,1,"Other sellers","Other servicers",NA
"9945",316584,662,201801,"Y",204712,35004,12,1,"P",90,39,504000,90,4.125,"R","N","FRM","NY","SF","11900","F117Q4316584","P",360,2,"Other sellers","Other servicers","Y"
